Date,Open,High,Low,Close,Adj Close,Volume
2023-05-02,19229.500000,19265.199219,19168.050781,19208.050781,19208.050781,1361800
2023-05-03,19151.550781,19200.449219,19091.800781,19182.250000,19182.250000,996800
2023-05-04,19161.849609,19501.199219,19152.500000,19479.349609,19479.349609,1326900
2023-05-05,19104.150391,19306.750000,18995.349609,19023.849609,19023.849609,1542700
2023-05-08,19079.400391,19353.400391,19055.650391,19303.949219,19303.949219,1016100
2023-05-09,19360.449219,19424.900391,19238.150391,19274.699219,19274.699219,1208600
2023-05-10,19306.000000,19356.150391,19138.099609,19337.150391,19337.150391,1186900
2023-05-11,19428.150391,19517.650391,19366.750000,19401.500000,19401.500000,1083600
2023-05-12,19366.699219,19556.349609,19335.849609,19507.150391,19507.150391,1031700
2023-05-15,19519.800781,19631.849609,19461.400391,19583.199219,19583.199219,852500
2023-05-16,19584.550781,19584.550781,19392.650391,19439.000000,19439.000000,1394200
2023-05-17,19460.699219,19461.300781,19206.400391,19301.349609,19301.349609,1130900
2023-05-18,19421.750000,19485.550781,19332.050781,19363.750000,19363.750000,1508400
2023-05-19,19443.199219,19446.099609,19266.849609,19420.199219,19420.199219,1151800
2023-05-22,19405.400391,19448.849609,19310.750000,19386.199219,19386.199219,981000
2023-05-23,19437.150391,19465.349609,19356.750000,19397.800781,19397.800781,950100
2023-05-24,19309.099609,19433.250000,19227.150391,19243.000000,19243.000000,874400
2023-05-25,19219.550781,19255.900391,19118.400391,19239.300781,19239.300781,984900
2023-05-26,19276.500000,19391.449219,19200.650391,19370.500000,19370.500000,752000
2023-05-29,19516.949219,19614.099609,19476.500000,19532.699219,19532.699219,1056100
2023-05-30,19518.199219,19636.900391,19493.550781,19606.050781,19606.050781,1204400
2023-05-31,19567.699219,19572.550781,19338.550781,19445.750000,19445.750000,2724900
2023-06-01,19508.400391,19509.099609,19285.900391,19322.699219,19322.699219,1120300
2023-06-02,19419.250000,19435.349609,19318.300781,19368.199219,19368.199219,951600
2023-06-05,19453.500000,19512.599609,19426.050781,19438.500000,19438.500000,952400
2023-06-06,19461.750000,19516.750000,19407.849609,19479.650391,19479.650391,1021600
2023-06-07,19542.800781,19556.050781,19469.199219,19538.099609,19538.099609,925700
2023-06-08,19494.750000,19623.050781,19403.199219,19436.349609,19436.349609,1193000
2023-06-09,19455.300781,19505.949219,19391.300781,19411.800781,19411.800781,2436400
2023-06-12,19440.750000,19481.699219,19377.500000,19399.750000,19399.750000,1080000
2023-06-13,19372.099609,19497.650391,19372.050781,19469.000000,19469.000000,1209500
2023-06-14,19512.500000,19528.750000,19403.500000,19418.300781,19418.300781,963400
2023-06-15,19452.800781,19457.599609,19213.500000,19228.650391,19228.650391,1147600
2023-06-16,19290.500000,19519.800781,19264.250000,19456.900391,19456.900391,1098800
2023-06-19,19522.050781,19533.050781,19361.800781,19425.900391,19425.900391,1227400
2023-06-20,19422.500000,19525.949219,19302.900391,19502.900391,19502.900391,1310300
2023-06-21,19594.300781,19660.099609,19533.000000,19635.949219,19635.949219,1361300
2023-06-22,19660.400391,19741.800781,19577.900391,19594.349609,19594.349609,1378500
2023-06-23,19543.400391,19624.650391,19488.150391,19515.050781,19515.050781,857300
2023-06-26,19532.900391,19554.750000,19456.300781,19521.750000,19521.750000,791700
2023-06-27,19601.000000,19809.150391,19555.800781,19788.500000,19788.500000,1374200
2023-06-28,19917.199219,19954.900391,19812.349609,19895.150391,19895.150391,1862700
2023-06-30,20041.750000,20077.800781,19949.449219,20057.699219,20057.699219,1194900
2023-07-03,20147.250000,20398.750000,20125.000000,20253.750000,20253.750000,1007300
2023-07-04,20373.349609,20577.250000,20307.300781,20413.400391,20413.400391,1331900
2023-07-05,20354.199219,20395.750000,20203.550781,20246.199219,20246.199219,1023600
2023-07-06,20210.250000,20314.400391,20186.650391,20270.150391,20270.150391,1068300
2023-07-07,20167.099609,20246.400391,20053.449219,20086.900391,20086.900391,769800
2023-07-10,20097.650391,20175.199219,20014.099609,20057.300781,20057.300781,1031700
2023-07-11,20112.599609,20201.949219,19940.900391,19969.349609,19969.349609,1411900
2023-07-12,20035.949219,20091.300781,19893.050781,19924.099609,19924.099609,1649300
2023-07-13,20091.199219,20159.099609,19991.900391,20021.500000,20021.500000,1265300
2023-07-14,20117.550781,20140.250000,19937.400391,20050.500000,20050.500000,898900
2023-07-17,20111.199219,20339.500000,19984.599609,20301.250000,20301.250000,1020700
2023-07-18,20428.300781,20476.250000,20208.650391,20262.550781,20262.550781,1649800
2023-07-19,20312.050781,20388.449219,20268.150391,20377.300781,20377.300781,1013300
2023-07-20,20369.500000,20613.000000,20319.300781,20584.349609,20584.349609,1436600
2023-07-21,20531.949219,20653.449219,20482.099609,20534.300781,20534.300781,1030400
2023-07-24,20574.099609,20611.349609,20471.599609,20502.750000,20502.750000,1575000
2023-07-25,20607.099609,20608.000000,20411.400391,20530.099609,20530.099609,1463100
2023-07-26,20560.900391,20627.300781,20480.599609,20540.800781,20540.800781,880500
2023-07-27,20656.900391,20666.599609,20330.349609,20381.099609,20381.099609,2182500
2023-07-28,20339.800781,20407.800781,20195.599609,20298.050781,20298.050781,1391300
2023-07-31,20303.599609,20363.199219,20213.349609,20342.050781,20342.050781,1137800
2023-08-01,20369.050781,20382.199219,20268.349609,20327.250000,20327.250000,1281200
2023-08-02,20172.650391,20245.400391,19957.349609,20066.949219,20066.949219,1332100
2023-08-03,20000.050781,20088.449219,19731.150391,19832.449219,19832.449219,1675800
2023-08-04,19931.099609,20043.500000,19851.500000,19988.550781,19988.550781,1757100
2023-08-07,20062.650391,20077.349609,19971.099609,20022.599609,20022.599609,1660700
2023-08-08,20048.300781,20120.900391,20012.599609,20087.449219,20087.449219,2024900
2023-08-09,20104.800781,20104.800781,19908.599609,20044.400391,20044.400391,1151000
2023-08-10,20009.349609,20066.400391,19846.650391,19890.900391,19890.900391,1451900
2023-08-11,19913.500000,19915.699219,19699.900391,19718.650391,19718.650391,1569900
2023-08-14,19647.099609,19705.300781,19527.050781,19652.500000,19652.500000,1264100
2023-08-16,19486.250000,19610.900391,19424.199219,19586.099609,19586.099609,0
2023-08-17,19565.900391,19622.699219,19496.400391,19548.000000,19548.000000,1674900
2023-08-18,19461.650391,19528.849609,19436.849609,19481.250000,19481.250000,1098800
2023-08-21,19511.449219,19622.000000,19470.800781,19571.500000,19571.500000,944700
2023-08-22,19626.500000,19657.599609,19527.400391,19551.750000,19551.750000,1239400
2023-08-23,19584.449219,19744.099609,19511.550781,19731.949219,19731.949219,1088700
2023-08-24,19823.050781,19927.050781,19690.750000,19717.849609,19717.849609,1331100
2023-08-25,19633.599609,19705.000000,19541.900391,19651.550781,19651.550781,1020100
2023-08-28,19659.750000,19797.449219,19638.150391,19759.650391,19759.650391,946900
2023-08-29,19836.500000,19843.650391,19765.250000,19799.949219,19799.949219,1129900
2023-08-30,19899.300781,19914.400391,19666.849609,19701.349609,19701.349609,1006400
2023-08-31,19719.099609,19745.800781,19566.199219,19597.650391,19597.650391,5056400
2023-09-01,19598.050781,19806.750000,19545.699219,19764.349609,19764.349609,1519200
2023-09-04,19867.250000,19871.000000,19701.000000,19787.599609,19787.599609,1118909000
2023-09-05,19808.599609,19817.050781,19706.500000,19754.750000,19754.750000,1488400
2023-09-06,19739.500000,19811.050781,19654.000000,19759.000000,19759.000000,1537900
2023-09-07,19764.349609,19977.349609,19719.349609,19960.699219,19960.699219,1197100
2023-09-08,19989.800781,20221.349609,19953.650391,20138.099609,20138.099609,2355800
2023-09-11,20218.099609,20329.300781,20177.849609,20305.300781,20305.300781,1318300
2023-09-12,20439.949219,20440.050781,20222.900391,20303.849609,20303.849609,1836100
2023-09-13,20265.250000,20430.150391,20206.199219,20386.750000,20386.750000,1549700
2023-09-14,20416.449219,20468.050781,20329.849609,20408.199219,20408.199219,1095500
2023-09-15,20455.599609,20573.250000,20447.349609,20531.349609,20531.349609,1928900
2023-09-18,20479.900391,20509.599609,20374.800781,20408.250000,20408.250000,1314900
2023-09-20,20191.300781,20267.650391,20064.349609,20104.500000,20104.500000,1794500
2023-09-21,20005.699219,20032.000000,19799.250000,19814.949219,19814.949219,1623800
2023-09-22,19831.599609,19931.949219,19706.599609,19732.949219,19732.949219,1406400
2023-09-25,19748.449219,19913.000000,19721.250000,19842.599609,19842.599609,969900
2023-09-26,19821.150391,19852.849609,19771.699219,19797.849609,19797.849609,929900
2023-09-27,19726.000000,19799.000000,19603.900391,19772.550781,19772.550781,1537000
2023-09-28,19808.400391,19828.449219,19649.349609,19675.550781,19675.550781,1668700
2023-09-29,19729.199219,19880.599609,19695.599609,19811.099609,19811.099609,1133600
2023-10-03,19793.400391,19795.000000,19669.050781,19733.699219,19733.699219,1328100
2023-10-04,19629.449219,19655.150391,19534.750000,19578.050781,19578.050781,1526100
2023-10-05,19672.550781,19762.750000,19638.150391,19678.599609,19678.599609,1089800
2023-10-06,19759.849609,19856.750000,19714.750000,19818.199219,19818.199219,843000
2023-10-09,19698.449219,19716.500000,19569.599609,19594.650391,19594.650391,776700
2023-10-10,19659.199219,19879.250000,19650.900391,19834.849609,19834.849609,1119200
2023-10-11,19931.050781,19985.150391,19879.949219,19929.750000,19929.750000,1042200
2023-10-12,19938.949219,19972.699219,19903.949219,19945.699219,19945.699219,782800
2023-10-13,19836.750000,19937.400391,19788.400391,19827.349609,19827.349609,972400
